parameter,observed_variable,factor_index,mean,median,sd,q5,q95,truth_value,error,rhat,ess_bulk,ess_tail
Lambda_b,rate_successful_dribbles,1,-0.01096047009371748,-0.005295693,0.11618153600881204,-0.2041175275,0.17410782199999997,-0.0013607377288555058,-0.009599732364861974,1.25155111059467,11.86112337145649,161.28541959338838
Lambda_b,per90_touch_in_box,1,-0.00301284372419241,0.01070012965,0.11556308851771968,-0.175980556,0.1567861735,0.0835392096488215,-0.08655205337301392,1.7245741844629072,6.176867117747354,190.2733653239247
Lambda_b,per90_losses,1,0.01110948371248767,-0.0018745598,0.21406382813342248,-0.2858406985,0.3161530105,-0.09971228983144334,0.11082177354393101,1.7311167000632903,6.168587394724946,116.92346611219098
Lambda_b,per90_own_half_losses,1,0.0072340110525997,0.026019053,0.25878369384234,-0.3596511405,0.36646028699999994,0.13679155211647948,-0.1295575410638798,1.7279541064377564,6.161445433887965,164.15729418313842
Lambda_b,per90_dangerous_own_half_losses,1,-0.00838697905794958,0.0018700656,0.3038479421658452,-0.395293684,0.37289231399999995,0.20580882470360087,-0.21419580376155045,1.7352648347471653,6.124360477251418,117.80382690337024
Lambda_b,per90_recoveries,1,8.593450083891922e-4,-0.00269055955,0.18667243633720756,-0.2739122025,0.2973205175,-0.12215367862515741,0.1230130236335466,1.5566412791169058,7.010697890049884,111.57919621135096
Lambda_b,per90_opponent_half_recoveries,1,-0.01144813184214278,0.0023549997,0.2823173625430609,-0.4130767565,0.38557615399999984,0.059234014834422456,-0.07068214667656524,1.7214968864569933,6.22621690769517,234.38449112924695
Lambda_b,per90_dangerous_opponent_half_recoveries,1,0.00906960567875021,0.0082289292,0.1987364299844085,-0.25006666149999995,0.2704916669999999,-0.09064150926307726,0.09971111494182747,1.7356109024311848,6.143347706426992,156.74302695004752
Lambda_b,per90_interceptions,1,-0.001162041792515,-5.9898255e-4,0.1272607623043098,-0.2112272705,0.20762725549999983,0.08608854721542857,-0.08725058900794357,1.0421508428027544,90.21116634432434,1176.7772017327252
Lambda_b,per90_clearances,1,-0.00435083731695239,-0.002196535,0.2509416030332664,-0.3629592305,0.3400837629999999,0.08154514916025392,-0.08589598647720631,1.7332717853802635,6.140520228853252,145.30507480094195
Lambda_b,per90_shots_blocked,1,-0.00971928829559019,0.0215061905,0.2713211149024208,-0.3623174995,0.3367616264999999,0.18081302707856883,-0.19053231537415902,1.738844591302919,6.1036115004820966,118.44839667934386
Lambda_b,per90_defensive_duels,1,-0.00324529802475503,0.0011391581,0.14928504884549496,-0.251581774,0.23606434499999993,0.07273476837216958,-0.0759800663969246,1.096560335252159,30.256219040396168,1448.5439728376066
Lambda_b,per90_offensive_duels,1,0.006907091290146,0.0013216876,0.13968477735443918,-0.205523318,0.224601369,-0.08896813747626271,0.09587522876640871,1.6281589522943212,6.649123973597858,140.84473675014712
Lambda_b,per90_aerial_duels,1,0.00363714340267253,-0.00174541015,0.1262378771976728,-0.1861664275,0.20402805649999975,-0.09591988254152521,0.09955702594419774,1.5400831093626506,7.168372751410984,169.23069281404375
Lambda_b,per90_pressing_duels,1,-0.00886001531982822,8.78582095e-4,0.22711208609332093,-0.3391193325,0.3151803389999998,0.10064529659045048,-0.1095053119102787,1.7128789106700777,6.214339913406099,149.48516238817555
Lambda_b,per90_loose_ball_duels,1,0.00892466859859301,0.00771325835,0.14491395167835147,-0.218942254,0.24442516149999996,-0.08565393584678398,0.09457860444537698,1.3441112612930328,9.546371327003715,424.67389713776714
Lambda_b,per90_sliding_tackles,1,-0.0138140035569997,-0.009394563,0.32681580089571316,-0.426944079,0.3884782955,0.19373909653138616,-0.20755310008838584,1.737069621498013,6.1258248834043805,191.4333333670547
Lambda_b,per90_dribbles_against,1,0.00826276126660561,0.00466399925,0.11164936724642406,-0.15848984549999998,0.18630344949999977,-0.09280806171589204,0.10107082298249764,1.5948418094253969,6.803805466888833,171.30519822263477
Lambda_b,rate_defensive_duels_won,1,-0.00270613982315365,-0.0048968043,0.06425689910330423,-0.103982828,0.10762643049999994,-0.09091248174479363,0.08820634192163998,1.0776304703531754,37.843668927213905,1102.7642795903982
Lambda_b,rate_offensive_duels_won,1,0.00880669181251609,0.0055167771,0.10520315587029172,-0.155674765,0.17808236149999992,-0.026008685386525218,0.034815377199041306,1.3732256005993788,9.042691135685246,237.3637762158206
Lambda_b,rate_aerial_duels_won,1,-0.00718035806548577,-0.0040166515,0.08935419775704524,-0.1515942425,0.13263604599999995,0.006976390568774467,-0.014156748634260237,1.398004045032941,8.608375420703302,244.93274994112255
Lambda_b,rate_dribbles_against_won,1,0.001877841112054,-5.46650765e-4,0.06055624011386148,-0.0935371126,0.1045789594999999,0.010546281007765336,-0.008668439895711337,1.0867694487798572,35.300621331848404,863.8753547369928
Lambda_b,rate_successful_sliding_tackles,1,-0.04177584076645091,0.0087475071,0.7132142933403474,-0.917167165,0.824446775,0.29798121955262963,-0.33975706031908054,1.7357312686973396,6.123124510177369,163.41595115023
Lambda_b,per90_fouls,1,0.00763800914114678,-9.266239e-4,0.1803395195672893,-0.2809265005,0.3175626875,-0.05502711409586584,0.06266512323701262,1.309029528295208,10.2630940969964,241.23822348520187
Lambda_b,per90_fouls_suffered,1,0.00747733993827252,0.031125747,0.24425141894463565,-0.34617876549999993,0.3397193239999998,0.12506900069844576,-0.11759166076017324,1.7349787765785114,6.216650997936143,173.80267903536014
Lambda_b,per90_yellow_cards,1,2.220748749270368e-4,0.00192740985,0.05519316767226136,-0.0888417963,0.08509185749999999,0.029848988201768133,-0.029626913326841097,1.4867890922872222,7.653439340100685,245.78138268048053
